"Can\'t load application with code ""%s""","Não foi possível carregar aplicação com código ""%s"""
"Can\'t open submission form.","Não foi possível abrir formulário de envio."
"Can\'t read file ""%s"".","Não foi possível ler arquivo ""%s""."
"Can\'t remove the item.","Não foi possível remover o item."
"Can\'t reset theme.","Não foi possível reiniciar o tema."
"Can\'t save address.","Não foi possível salvar endereço."
"Can\'t save the customer.","Não foi possível salvar o cliente."
"Can\'t save theme.","Não foi possível salvar o tema."
"Can\'t show configuration.","Não foi possível exibir configuração."
"Can\'t specify product.","Não foi possível especificar o produto."
"Can\'t submit application.","Não foi possível enviar a aplicação."
"Can\'t update cart.","Não foi possível atualizar o carrinho."
"Can\'t write to file ""%s"".","Não foi possível escrever no arquivo ""%s""."
"Can\t copy file ""%s"" to ""%s"".","Não foi possível copiar o arquivo ""%s"" para ""%s""."
"Cancel","Cancelar"
"Canceled","Cancelado"
"Cancelled","Cancelado"
"Cannot load theme ""%s"".","Não foi possível carregar o tema ""%s""."
"Cannot save theme ""%s"". Incorrect data received","Não foi possível salvar o tema ""%s"". Dados incorretos recebidos"
"Card Verification Number","Número de Verificação do Cartão"
"Card verification number is wrong","Número de verificação do cartão errado"
"Carrier","Transportadora"
"Cart","Carrinho"
"Cart has been updated.","Carrinho de compras foi atualizado."
"Cart has some errors.","Carrinho de compras possui alguns erros."
"Cart is empty.","Carrinho está vazio."
"Cart line items are not eligible for exporting to PayPal API","Linhas dos itens do carrinho não são legíveis para exportação para API do PayPal"
"Catalog Only App?","Aplicativo Apenas Catálogo?"
"Category Button Color","Cor do Botão de Categoria"
"Category Item Background Color","Cor de Fundo do Item da Categoria"
"Chairs","Cadeiras"
"Change Orientation","Alterar Orientação"
"Change Password","Alterar Senha"
"Changes have been saved to theme.","Alterações do tema foram salvas."
"Checkout has been initialized.","Checkout foi inicializado."
"City","Cidade"
"Color Themes","Cores de Temas"
"Colors","Cores"
"Company","Empresa"
"Completed","Completado"
"Confirm New Password","Confirmar Nova Senha"
"Confirm Password","Confirmar Senha"
"Contact Email","E-mail de Contato"
"Contact Information","Informações de Contato"
"Content","Conteúdo"
"Copyright","Copyright"
"Copyright Page Logo","Copyright Logo da Página"
"Copyright Page Logo <br />(iPhone 4 retina)","Copyright Page Logo <br />(iPhone 4 retina)"
"Copyright page logo","Copyright logo da página"
"Country","País"
"Country options don\'t recognized for ""%s"".","Opções do País não foram reconhecidas para ""%s""."
"Coupon code %s is not valid.","Código do cupom %s não é válido."
"Coupon code %s was applied.","Código do cupom %s foi aplicado."
"Coupon code is empty.","Código do cupom é branco."
"Coupon code was canceled.","Código do cupom foi cancelado."
"Creating a Template is allowed only for applications which have device type iPhone.","Criando um Template que permite apenas aplicativos do tipo iPhone."
"Credit Card Number","Número do Cartão de Crédito"
"Credit Card Type","Tipo de Cartão de Crédito"
"Credit card number does not match credit card type.","Número do cartão de crédito não confere com tipo de cartão."
"Current Password","Senha Atual"
"Currently, PayPal MEP is not available for the Android application","Atualmente, PayPal MEP está disponível para aplicações Android"
"Custom App Icon","App Icone Personalizado"
"Custom App Icon <br />(iPhone 4 retina)","Icone de App Personalizado <br />(iPhone 4 retina)"
"Custom Colors","Cores Personalizadas"
"Custom application icon","Icone de aplicação customizado"
"Customer authentication problem.","Problemas na autenticação de cliente."
"Customer email not specified.","E-mail de cliente não informado."
"Customer logout problem.","Problemas ao desconectar cliente."
"Customer not logged in.","Cliente não conectado."
"Date Created","Data de Criação"
"Date Submitted","Data de Envio"
"Date Updated","Data de Atualização"
"Default Billing Address","Endereço de Cobrança Padrão"
"Default Shipping Address","Endereço de Envio Padrão"
"Default Theme","Tema Padrão"
"Delete","Excluir"
"Deleted","Excluído"
"Description","Descrição"
"Description that appears in Android Market. %s chars maximum. ","Descrição exibida no mercado Android. %s máximo de caracteres. "
"Description that appears in the iTunes App Store. 4000 chars maximum. ","Descrição a ser mostrada no iTunes App Store. Máximo de 4.000 chars. "
"Deselect All","Desmarcar Todos"
"Design","Desenho"
"Device","Dispositivo"
"Device Information","Informação do Dispositivo"
"Device Type","Tipo de Dispositivo"
"Device doesn\'t recognized. Unable to load a template.","Dispositivo não reconhecido. Não foi possível carregar o template."
"Device doesn\'t recognized: ""%s"". Unable to load a helper.","Dispositivo não reconhecido: ""%s"". Não foi possível carregar ajuda."
"Device doesn\'t recognized: ""%s"". Unable to load preview model.","Dispositivo não reconhecido: ""%s"". Não foi possível carregar modelo."
"Edit","Editar"
"Edit AirMail Message","Editar Mensagem AirMail"
"Edit AirMail Message Queue #%s","Editar Fila de Mensagem AirMail #%s"
"Edit App ""%s""","Editar App ""%s"""
"Edit Filter","Editar Filtro"
"Edit Template ""%s""","Editar Template ""%s"""
"Email","Email"
"Email Address","Endereço de e-mail"
"Enable AirMail Message Push notification","Habilitar notificação de mensagem AirMail Push"
"Enable Facebook","Habilitar Facebook"
"Enable Flurry Analytics","Habilitar Flurry Analytics"
"Enable Flurry Analytics for the merchant.","Habilitar Flurry Analytics para vendedores."
"Enable LinkedIn","Habilitar LinkedIn"
"Enable Standard Checkout","Habilitar Standard Checkout"
"Enable Twitter","Habilitar Twitter"
"Error while processing file ""%s"".","Erro ao processar arquivo ""%s""."
"Error while reading data from Payment Bridge. Please, try again.","Erro ao ler dados de conexão de Pagamento. Tente novamente."
"Error while uploading file ""%s"".","Erro ao enviar arquivo ""%s""."
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","Erro ao enviar arquivo ""%s"". Tipo de arquivo não permitido. Apenas ""jpg"", ""jpeg"", ""gif"", ""png"" são permitidos."
"Error.","Erro."
"Expiration Date - Month","Expira na Data – Mês"
"Expiration Date - Year","Expira na Data – Ano"
"Extensions","Extensões"
"FILTERS APPLIED","FILTROS APLICADOS"
"Facebook API","API Facebook"
"Facebook Application ID","ID de Aplicação do Facebook"
"Fax","Fax"
"File can\'t be uploaded.","Arquivo não foi enviado."
"File doesn\'t exist ""%s"".","Arquivo não existe ""%s""."
"First Name","Nome"
"Flurry API Code","Flurry API Code"
"Flurry Analytics","Flurry Analytics"
"Flurry Analytics Site","Flurry Analytics Site"
"Flurry Api Code","Flurry Api Code"
"Fonts","Fontes"
"Free","Grátis"
"Funk Leaf","Folha Funk"
"General","Geral"
"Get Activation Key","Obter Chave de Ativação"
"Get Content from CMS Page","Obter Conteúdo para Página CMS"
"Grand Total (Excl. Tax)","Valor Total (Excl. Tax)"
"Grand Total (Incl. Tax)","Valor Total (Incl. Tax)"
"Guest","Visitante"
"Header Background Color","Cor de Fundo do Cabeçalho"
"Header Font Color","Cor da Fonte do Cabeçalho"
"High Resolution Application Icon","Icone da Aplicação em Alta Resolução"
"Home","Início"
"Hot Red","Hot Red"
"ID","ID"
"Icon that will appear on the user\'s device after they download your app. Recommended size: 48px x 48px.","Icon that will appear on the user\'s device after they download your app. Recommended size: 48px x 48px."
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 72px x 72px.","Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 72px x 72px."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 114px x 114px.","Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 114px x 114px."
"Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi.","Icone que irá aparecer aos usuários do telefone depois que baixarem seu aplicativo. Você não precisa aplicar efeitos de gradiente ou similares (isso é feito automaticamente pela Apple).  Tamanho recomendado: 57px x 57px at 72 dpi."
"Icons","Icones"
"If leave this field empty, the message will be sent immediately","Se o campo ficar em branco, a mensagem será enviada imediatamente"
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page."
"Image file was not found.","Arquivo de imagem não encontrado."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","Imagem que aparece na primeira tela enquanto seu aplicativo é carregado. Tamanho necessário: 320px x 460px."
"Image that appears on first screen while your app is loading. Required size: 320px x 455px.","Image that appears on first screen while your app is loading. Required size: 320px x 455px."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","Image that appears on first screen while your app is loading. Required size: 320px x 460px."
"Image that appears on first screen while your app is loading. Required size: 640px x 920px.","Image that appears on first screen while your app is loading. Required size: 640px x 920px."
"Image that appears on first screen while your app is loading. Required size: 768px x 1024px.","Image that appears on first screen while your app is loading. Required size: 768px x 1024px."
"Images","Imagens"
"In Queue","Na Fila"
"In Stock","Em Estoque"
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","No pedido para reenviar seu app, você precisa primeiro comprar um <a href=""%s"" target=""_blank"">%s</a> do MagentoCommerce"
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","No pedido para enviar sua app, você precisa primeiro comprar um <a href=""%s"" target=""_blank"">%s</a> do MagentoCommerce"
"Inactive Tabs","Tabs Inativas"
"Invalid XML.","XML Inválido."
"Invalid current password.","Senha atual inválida."
"Invalid customer data.","Dados do cliente inválido."
"Invalid data.","Dados inválidos."
"Invalid email address.","Endereço de e-mail inválido."
"Invalid item or wishlist.","Item ou lista de favoritos inválida."
"Invalid login or password.","Login ou senha inválidas."
"Invalid shipping method.","Método de envio inválido."
"Issue Number","Número de Segurança"
"It\'s not allowed to delete submitted application.","Não é permitido apagar aplicação enviada."
"Item has been added to cart.","Item foi adicionado ao carrinho."
"Item has been deleted from cart.","Item foi excluído do carrinho."
"Item has been removed from wishlist.","Item foi removido da lista favoritos."
"Items were updated. But can\'t update wishlist.","Itens atualizados. Mas não foram atualizados nos favoritos."
"Key","Chave"
"Keywords","Palavras Chaves"
"Label","Descrição"
"Large iTunes Icon","Icone Grande iTunes"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Required size: 512px x 512px.","Icone Grande que aparece no iTunes App Store. Você não precisa aplicar efeitos gradiente e similares (isso é feito automaticamente pela Apple). Tamanho necessário: 512px x 512px."
"Last Name","Sobrenome"
"LinkedIn API","LinkedIn API"
"LinkedIn API Key","LinkedIn API Key"
"LinkedIn Secret Key","LinkedIn Secret Key"
"Loader Splash Screen","Tela de Apresentação a Carregar"
"Loader Splash Screen <br />(iPhone 4 retina)","Loader Splash Screen <br />(iPhone 4 retina)"
"Loader Splash Screen <br />(landscape mode)","Loader Splash Screen <br />(landscape mode)"
"Loader Splash Screen <br />(portrait mode)","Carregar Tela de Apresentação <br />(modo retrato)"
"Loading Preview...","Carregando Pré-Visualização..."
"Locations","Locais"
"Log In","Entrar"
"Login and password are required.","Login e senha são obrigatórios."
"Logo in Header","Logo no Cabeçalho"
"Logo in Header image missing.","Logo in Header image missing."
"Logout complete.","Desconectado completamente."
"MEP is PayPal`s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""%s"">PayPal business account</a>","MEP é nativo do PayPal checkout para iPhone. Você pode escolher usar MEP junto com checkout padrão, ou suar apenas métodos de pagamento do checkout para Magento mobile. PayPal MEP requer um <a href=""%s"">conta empresarial PayPal</a>"
"Mailbox title","Mailbox título"
"Main Tabs","Tabs Principais"
"Make Inactive","Tornar Inativo"
"Make this app available in the following territories","Tornar este app disponível dos territórios seguintes"
"Manage Apps","Gerenciar Apps"
"Manage Mobile App","Gerenciar Mobile App"
"Maximum length is 140","Tamanho máximo é 140"
"Maximum length is 255","Tamanho máximo é 255"
"Merchant Label","Descrição do Vendedor"
"Message Queue","Fila da Mensagem"
"Message Settings","Configurações da Mensagem"
"Message Templates","Templates da Mensagem"
"Message Title","Título da mensagem"
"Message Type","Tipo da Mensagem"
"Message can not be edited when it\'s status NOT is ""IN QUEUE"".","Mensagem não pode ser editada quando seu status NÃO está ""NA FILA""."
"Message content","Conteúdo da mensagem"
"Message title","Título da mensagem"
"Messages cannot be sent more than %d times in an hour.","Mensagem não pode ser enviada mais de %d vezes por hora."
"Mobile","Mobile"
"More","Mais"
"More Info","Mais Info"
"More Tabs","Mais Tabs"
"Name on Card","Nome no Cartão"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize.","Nome que aparece abaixo do seu aplicativo quando o usuário instalar no dispositivo. Recomendamos escolher um nome entre 10-12 caracteres e que seus clientes irão reconhecer."
"New AirMail Message","Nova Mensagem AirMail"
"New AirMail Message Queue","Nova Fila de Mensagem AirMail"
"New App","Novo App"
"New Password","Nova Senha"
"New Template","Novo Template"
"Nickname","Nickname"
"No items were specifed to update.","Nenhum item selecionado para atualizar."
"No items were updated.","Nenhum item foi atualizado."
"No product selected.","Nenhum produto selecionado."
"No such file ""%s"".","Nenhum arquivo semelhante ""%s""."
"Not Submitted","Não Enviado"
"Notice","Notice"
"One or more keywords that describe your app. Keywords are matched to users` searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum.","Uma ou mais palavras chaves que descrevem seu app. Palavras chaves são procuradas pelos usuários` nas buscas do App Store e ajuda a encontrar nos resultados de busca. Separe várias palavras usando vírgula. 100 chars é o máximo."
"Onepage checkout is disabled.","Página de checkout foi desabilitado."
"Only free apps are allowed in this version.","Apenas apps grátis são permitidas nessa versão."
"Only registered users can write reviews. Please, log in or register.","Only registered users can write reviews. Please, log in or register."
"Options menu items","Opções do menu de itens"
"POST data is not valid.","Dados do POST inválidos."
"Pages","Páginas"
"Password","Senha  "
"Password fields cannot be empty.","Campo senha deve ser preenchido."
"PayPal Mobile Embedded Payment (MEP)","PayPal Mobile Embedded Payment (MEP)"
"Payment Bridge module unavailable.","Payment Bridge module unavailable."
"Payment Method has been set.","Método de Pagamento foi informado."
"Payment Methods","Métodos de Pagamento"
"Payment method was successfully set.","Método de pagamento foi informado com sucesso."
"Paypal Merchant Account Email.","Paypal Conta de e-mail do Vendedor."
"Paypal Merchant Account Username.","Paypal Conta de Usuário do Vendedor."
"Please Select Application","Selecione Aplicação"
"Please Select Device Type","Selecione um Tipo de Dispositivo"
"Please agree to all the terms and conditions before placing the order.","Aceite todos os termos e condições antes de efetuar o pedido."
"Please enter ""App Title"".","Informe ""Título do App""."
"Please enter issue number or start date for switch/solo card type.","Informe número de segurança ou data de início para tipo de cartão switch/solo."
"Please enter the Activation Key.","Informe a Chave de Ativação."
"Please enter the Copyright.","Informe o Copyright."
"Please enter the Price.","Informe o Preço."
"Please enter the Resubmission Key.","Informe a Chave de Reenvio."
"Please enter the Title.","Informe o Título."
"Please make sure your passwords match.","Verifique se suas senhas conferem."
"Please select at least one country.","Selecione ao menos um país."
"Please upload  an image for ""App Background (landscape mode)"" field from Design Tab.","Envie uma imagem para ""App Background (paisagem)"" campo de Desenho Tab."
"Please upload  an image for ""App Background (portrait mode)"" field from Design Tab.","Envie uma imagem para ""App Background (retrato)"" campo de Desenho Tab."
"Please upload  an image for ""App Background"" field from Design Tab.","Envie uma imagem para ""App Cor de Fundo"" campo de Desenho Tab."
"Please upload  an image for ""Banner on Home Screen"" field from Design Tab.","Envie uma imagem para ""Banner na Página Inicial"" campo de Desenho Tab."
"Please upload  an image for ""Logo in Header"" field from Design Tab.","Envie uma imagem para ""Logo no Cabeçalho"" campo de Desenho Tab."
"Preset Theme","Tema Atual"
"Preview","Pré-Visualizar"
"Price","Preço"
"Price Font Color","Cor da Fonte do Preço"
"Primary Color","Cor Primária"
"Primary Font Color","Cor da Fonte Primária"
"Problem changing or sending password.","Problema ao alterar ou enviar senha."
"Product Name3 ","Produto Name3 "
"Product Name3 1","Produto Name3 1"
"Product Name3 2","Produto Name3 2"
"Product is unavailable.","Produto está indisponível."
"Product was not specified.","Produto não foi informado."
"Product(s) currently out of stock.","Produto(s) atual sem estoque."
"Purchase Order Number","Número de Compra do Pedido"
"Push Notification","Push Notificação"
"Push Title","Push Título"
"Push message","Push mensagem"
"Push title","Push título"
"Queue Date","Data da Fila"
"Queue Message","Mensagem da Fila"
"Queue does not exist.","Fila não existe."
"Quote instance is required.","Instância da Fila é obrigatória."
"Recipient Information","Recipient Information"
"Recommended size 1024px x 704px. Note: Image size affects the performance of your app.","Tamanho recomendado 1024px x 704px. Nota: Tamanho da imagem afeta a performance da sua app."
"Recommended size 320px x 230px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Tamanho recomendado 320px x 230px. Nota: Tamanho da imagem afeta a performance da sua app. Mantenha sua imagem abaixo de 50 KB para melhor performance."
"Recommended size 320px x 258px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Tamanho recomendado 320px x 258px. Nota: Tamanho da imagem afeta a performance da sua app. Mantenha sua imagem abaixo de 50 KB para melhor performance."
"Recommended size 320px x 367px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Tamanho recomendado 320px x 367px. Nota: Tamanho da imagem afeta a performance da sua app. Mantenha sua imagem abaixo de 75 KB para melhor performance."
"Recommended size 320px x 410px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Tamanho recomendado 320px x 410px. Nota: Tamanho da imagem afeta a performance da sua app. Mantenha sua imagem abaixo de 75 KB para melhor performance."
"Recommended size 35px x 35px.","Tamanho recomendado 35px x 35px."
"Recommended size 480px x 250px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Tamanho recomendado 480px x 250px. Nota: Tamanho da imagem afeta a performance da sua app. Mantenha sua imagem abaixo de 75 KB para melhor performance."
"Recommended size 768px x 294px. Note: Image size affects the performance of your app.","Tamanho recomendado 768px x 294px. Nota: Tamanho da imagem afeta a performance da sua app."
"Recommended size 768px x 960px. Note: Image size affects the performance of your app.","Tamanho recomendado 768px x 960px. Nota: Tamanho da imagem afeta a performance da sua app."
"Regular and confirmation passwords must be equal","Regular e confirmação de senha precisam ser iguais"
"Related Product Background Color","Cor de Fundo do Produto Relacionado"
"Reset","Reiniciar"
"Reset Successful","Reiniciado com Sucesso"
"Reset theme to default","Reset theme to default"
"Resubmission Key","Reenviar Chave"
"Resubmit","Reenviar  "
"Resubmit App","Reenviar App"
"Resubmit Application","Reenviar Aplicação"
"Review","Review"
"SORT BY:","ORDEM:"
"Save","Salvar"
"Save Theme","Salvar Tema"
"Save and Continue Edit","Salvar e Continuar Editando"
"Save and Submit App","Salvar e Enviar App"
"Save in address book","Salvar no livro de endereços"
"Screens:","Telas:"
"Scroll Background Color","Cor de Fundo do Scroll"
"Search","Procurar"
"Secondary Color","Cor Secundária"
"Secondary Font Color","Cor da Fonte Secundária"
"Select All","Select All"
"Select Template","Selecione Template"
"Selected product is unavailable.","Produto selecionado está indisponível."
"Sender Information","Sender Information"
"Settings","Configurações"
"Shipping address has been set.","Endereço de entrega foi informado."
"Shipping method has been set.","Método de entrega foi informado."
"Shop","Shop"
"Shopping cart is empty.","Carrinho de compras está vazio."
"Sky Blue","Sky Blue"
"Social Networking","Social Networking"
"Some emails were not sent.","Alguns e-mails não foram enviados."
"Sorry, no payment options are available for this order at this time.","Desculpe, nenhuma opção de pagamento está disponível para este pedido no momento."
"Sorry, no quotes are available for this order at this time.","Desculpe, nenhum quotes está disponível para este pedido no momento."
"Specified address does not exist.","Endereço informado não existe."
"Specified invalid app code.","Código de app informado é inválido."
"Specified invalid data.","Dados informados inválidos."
"Specified item does not exist in wishlist.","Item informado não existe na lista de favoritos."
"Standard Checkout","Checkout Padrão"
"Standard Checkout uses the checkout methods provided by Magento. Only inline payment methods are supported. (e.g PayPal Direct,  Authorize.Net, etc.)","Checkout padrão usado no método de checkout provido pelo Magento. Apenas métodos de pagamento inline são suportados. (ex. PayPal Direct,  Authorize.Net, etc.)"
"Start Date","Data de Início  "
"Start Date - Month","Data de Início – Mês"
"Start Date - Year","Data de Início – Ano"
"State/Province","Estado"
"Status","Status"
"Store View","Visão de Loja"
"Store logo that is displayed on copyright page of app. Preferred size: 100px x 100px.","Logo da loja que será mostrado na página de direitos autorais da app. Tamanho preferencial: 100px x 100px."
"Store logo that is displayed on copyright page of app. Preferred size: 200px x 200px.","Store logo that is displayed on copyright page of app. Preferred size: 200px x 200px."
"Store logo that will be displayed on copyright page of application ","Logo da loja que irá aparecer na página de direitos autorais da aplicação"
"Street Address","Rua  "
"Street Address 2","Rua 2"
"Submission","Enviando"
"Submission Fields","Campos de Envio"
"Submission History","Histórico de Envios"
"Submit","Enviar  "
"Submit App","Enviar App"
"Submit App ""%s""","Enviar App ""%s"""
"Submit App failure. %s","Falha ao enviar App. %s"
"Submit App failure. Invalid activation key provided","Falha ao enviar App. Chave de ativação inválida informada"
"Submit Application","Enviar Aplicação"
"Submitted","Enviado"
"Subtotal (Excl. Tax)","Subtotal (Excl. Tax)"
"Subtotal (Incl. Tax)","Subtotal (Incl. Tax)"
"Summary of Your Review","Summary of Your Review"
"T-Shirts","Camisetas"
"Tabs","Tabs"
"Telephone","Telefone"
"Tell a Friend","Avise um Amigo"
"Tell a Friend is disabled.","Avise um Amigo está desabilitado."
"Tell a Friend link has been sent.","Avise um Amigo link foi enviado."
"Template","Template"
"Template Content","Template Conteúdo"
"Template Name","Template Nome"
